    0.000000E+00    0.000000E+00    8.601143E-07    8.601143E-07           0
    1.555244E-01    1.548982E-01    1.882176E-01    3.331940E-02           0
    3.110488E-01    3.060573E-01    3.568284E-01    5.077111E-02           0
    4.665732E-01    4.498284E-01    5.058333E-01    5.600488E-02           0
    6.220976E-01    5.827411E-01    6.352323E-01    5.249125E-02           0
    7.776220E-01    7.015868E-01    7.450253E-01    4.343847E-02           0
    9.331464E-01    8.034970E-01    8.352125E-01    3.171550E-02           0
        1.088671    8.860114E-01    9.057937E-01    1.978230E-02           0
        1.244195    9.471382E-01    9.567690E-01    9.630783E-03           0
        1.399720    9.854020E-01    9.881385E-01    2.736465E-03           0
        1.555244    9.998791E-01    9.999020E-01    2.288584E-05           0
        1.710768    9.902199E-01    9.108911E-01    7.932884E-02           1
        1.866293    9.566577E-01    8.118812E-01    1.447765E-01           1
        2.021817    9.000026E-01    7.128712E-01    1.871314E-01           1
        2.177341    8.216223E-01    6.138614E-01    2.077609E-01           1
        2.332866    7.234086E-01    5.148514E-01    2.085573E-01           1
        2.488390    6.077325E-01    4.158414E-01    1.918911E-01           1
        2.643915    4.773865E-01    3.168316E-01    1.605548E-01           1
        2.799439    3.355165E-01    2.178216E-01    1.176949E-01           1
        2.954963    1.855477E-01    1.188118E-01    6.673588E-02           1
        3.110488    3.109970E-02    1.980184E-02    1.129786E-02           1
        3.266012   -1.240988E-01   -1.521420E-01    2.804318E-02           2
        3.421537   -2.763019E-01   -3.246742E-01    4.837230E-02           2
        3.577061   -4.218352E-01   -4.776004E-01    5.576518E-02           2
        3.732585   -5.571857E-01   -6.109205E-01    5.373486E-02           2
        3.888110   -6.790863E-01   -7.246349E-01    4.554859E-02           2
        4.043634   -7.845945E-01   -8.187434E-01    3.414895E-02           2
        4.199159   -8.711630E-01   -8.932458E-01    2.208282E-02           2
        4.354683   -9.367024E-01   -9.481423E-01    1.143983E-02           2
        4.510208   -9.796309E-01   -9.834330E-01    3.802124E-03           2
        4.665732   -9.989117E-01   -9.991177E-01    2.059759E-04           2
        4.821256   -9.940798E-01   -9.306930E-01    6.338679E-02           3
        4.976781   -9.652516E-01   -8.316829E-01    1.335687E-01           3
        5.132305   -9.131231E-01   -7.326730E-01    1.804501E-01           3
        5.287829   -8.389527E-01   -6.336632E-01    2.052895E-01           3
        5.443354   -7.445307E-01   -5.346534E-01    2.098774E-01           3
        5.598878   -6.321361E-01   -4.356433E-01    1.964929E-01           3
        5.754403   -5.044826E-01   -3.366334E-01    1.678492E-01           3
        5.909927   -3.646514E-01   -2.376236E-01    1.270278E-01           3
        6.065452   -2.160174E-01   -1.386135E-01    7.740388E-02           3
        6.220976   -6.216931E-02   -3.960369E-02    2.256563E-02           3
        6.376500    9.317946E-02    1.152830E-01    2.210354E-02           4
        6.532024    2.462790E-01    2.917361E-01    4.545717E-02           4
        6.687549    3.934340E-01    4.485838E-01    5.514986E-02           4
        6.843073    5.310913E-01    5.858251E-01    5.473379E-02           4
        6.998598    6.559287E-01    7.034605E-01    4.753182E-02           4
        7.154122    7.649328E-01    8.014903E-01    3.655747E-02           4
        7.309647    8.554718E-01    8.799139E-01    2.444209E-02           4
        7.465171    9.253606E-01    9.387316E-01    1.337101E-02           4
        7.620696    9.729120E-01    9.779434E-01    5.031425E-03           4
        7.776220    9.969781E-01    9.975493E-01    5.712201E-04           4
        7.931744    9.969780E-01    9.504951E-01    4.648296E-02           5
        8.087269    9.729117E-01    8.514849E-01    1.214268E-01           5
        8.242793    9.253603E-01    7.524750E-01    1.728853E-01           5
        8.398317    8.554715E-01    6.534652E-01    2.020063E-01           5
        8.553842    7.649324E-01    5.544553E-01    2.104771E-01           5
        8.709366    6.559286E-01    4.554455E-01    2.004831E-01           5
        8.864890    5.310912E-01    3.564357E-01    1.746555E-01           5
        9.020415    3.934329E-01    2.574252E-01    1.360077E-01           5
        9.175940    2.462783E-01    1.584154E-01    8.786287E-02           5
        9.331464    9.317879E-02    5.940562E-02    3.377317E-02           5
        9.486988   -6.216999E-02   -7.763987E-02    1.546988E-02           6
        9.642512   -2.160180E-01   -2.580142E-01    4.199614E-02           6
        9.798037   -3.646516E-01   -4.187826E-01    5.413096E-02           6
        9.953562   -5.044836E-01   -5.599458E-01    5.546218E-02           6
       10.109086   -6.321370E-01   -6.815023E-01    4.936532E-02           6
       10.264610   -7.445312E-01   -7.834529E-01    3.892173E-02           6
       10.420135   -8.389531E-01   -8.657977E-01    2.684462E-02           6
       10.575659   -9.131234E-01   -9.285365E-01    1.541314E-02           6
       10.731183   -9.652517E-01   -9.716695E-01    6.417732E-03           6
       10.886707   -9.940798E-01   -9.951965E-01    1.116681E-03           6
       11.042233   -9.989117E-01   -9.702969E-01    2.861484E-02           7
       11.197757   -9.796306E-01   -8.712869E-01    1.083437E-01           7
       11.353281   -9.367022E-01   -7.722770E-01    1.644252E-01           7
       11.508805   -8.711627E-01   -6.732671E-01    1.978955E-01           7
       11.664330   -7.845941E-01   -5.742573E-01    2.103368E-01           7
       11.819854   -6.790860E-01   -4.752473E-01    2.038387E-01           7
       11.975378   -5.571855E-01   -3.762375E-01    1.809480E-01           7
       12.130903   -4.218342E-01   -2.772270E-01    1.446072E-01           7
       12.286427   -2.763010E-01   -1.782172E-01    9.808378E-02           7
       12.441952   -1.240981E-01   -7.920738E-02    4.489074E-02           7
       12.597476    3.110038E-02    3.921239E-02    8.112015E-03           8
       12.753000    1.855481E-01    2.235078E-01    3.795969E-02           8
       12.908525    3.355169E-01    3.881974E-01    5.268048E-02           8
       13.064049    4.773866E-01    5.332810E-01    5.589439E-02           8
       13.219574    6.077334E-01    6.587596E-01    5.102615E-02           8
       13.375098    7.234093E-01    7.646313E-01    4.122205E-02           8
       13.530622    8.216227E-01    8.508973E-01    2.927457E-02           8
       13.686147    9.000029E-01    9.175573E-01    1.755442E-02           8
       13.841671    9.566578E-01    9.646114E-01    7.953580E-03           8
       13.997195    9.902200E-01    9.920595E-01    1.839584E-03           8
       14.152720    9.998791E-01    9.999020E-01    2.290376E-05           8
       14.308245    9.854019E-01    9.881383E-01    2.736462E-03           8
       14.463769    9.471380E-01    9.567688E-01    9.630838E-03           8
       14.619293    8.860111E-01    9.057933E-01    1.978226E-02           8
       14.774817    8.034967E-01    8.352121E-01    3.171542E-02           8
       14.930342    7.015865E-01    7.450249E-01    4.343830E-02           8
       15.085866    5.827408E-01    6.352317E-01    5.249091E-02           8
       15.241391    4.498274E-01    5.058318E-01    5.600443E-02           8
       15.396915    3.060564E-01    3.568270E-01    5.077061E-02           8
       15.552440    1.548974E-01    1.882161E-01    3.331869E-02           8
       15.707964   -6.755325E-07   -6.755325E-07    2.940359E-15           8
